Auditor 4,303258
Auditor 5,95973
Auto Attendant,79564
Auto Equip Opr,238311
Auto Equip Opr Prn,854007
Auto Equip Opr Prn Supv,133762
Auto Equip Opr Sr,1515793
Auto Equip Opr Sr Pd,48783
Auto Tchn,203399
Auto Tchn Ast,273414
Auto Tchn Ld,153947
Auto Tchn Supv,129782
Av It Spec 4,77274
Baker,94303
Bioinformatics Progr 2,293856
Bioinformatics Progr 3,148156
Bioinformatics Progr 4,472067
Bioinformatics Progr 5,206088
Biomed Equip Supv,230172
Biomed Equip Tchn 1,621735
Biomed Equip Tchn 2,616195
Biomed Equip Tchn 3,544128
Blank Ast 1,1940188
Blank Ast 1 Pd,32409
Blank Ast 2,15451828
Blank Ast 2 Supv,297475
Blank Ast 3,38111881
Blank Ast 3 Pd,29425
Blank Ast 3 Supv,538322
Blank Ast 4,8241715
Bldg Maint Supv,155999
Bldg Maint Supv Sr,109801
Bldg Maint Worker,141572
Bldg Maint Worker Sr,1209946
Bus Sys Anl 1 Nex,99175
Bus Sys Anl 2 Nex,61826
Bus Sys Anl 3,1409069
Bus Sys Anl 4,208808
Bus Sys Anl Supv 2,116288
Bus Tchl Supp Anl 2,2751150
Bus Tchl Supp Anl 3,639748
Bus Tchl Supp Supv 1,150587
Bus Tchl Supp Supv 2,152567
Buyer 1,45922
Buyer 1 Supv,105929
Buyer 2,239009
Buyer 3,475714
Buyer 4,310511
Buyer 5,88631
Buyer 5 Supv,304254
CEO Med Ctr,1114446
CFO Health Sys And Campus,415125
CFO Med Ctr,508173
CIO Med Ctr,413365
CMO Med Ctr,512222
COO Med Ctr,695778
Cabinet Maker,138793
Cardiovascular Tchn,1002290
Career Svc Spec 2,55523
Career Svc Spec 3,650116
Career Svc Spec 4,232993
Carpenter,1499681
Case Mgr Nex,8856012
Case Mgr Pd,170400
Case Mgr Social Worker,1140112
Case Mgr Social Worker Pd,18491
Case Mgr Supv,605646
Cement Mason Floorer,369058
Chan,425349
Chf Campus Counsel,251320
Chf Nurse Ofcr,369827
Chief Resid Phys-Non Rep,3165913
Child Dev Demo Lect-Continuing,172917
Child Life Mgr,92803
Child Life Spec 1 Nex,427247
Child Life Spec 1 Pd,41760
Child Life Spec 2 Nex,170787
City And Campus Fire Chf Mgr 3,171870
Clerk Sr Or Secr,287555
Clin Instr-Vol,250
Clin Lab Sci,11160535
Clin Lab Sci Pd,33567
Clin Lab Sci Spec,2145737
Clin Lab Sci Spec Sr,429749
Clin Lab Sci Spec Supv Sr Ex,477072
Clin Lab Sci Supv Nex,2642560
Clin Lic Social Worker,5112048
Clin Lic Social Worker Chf,151483
Clin Lic Social Worker Chf Asc,134655
Clin Lic Social Worker Pd,81408
Clin Lic Social Worker Supv,688151
Clin Nurse 1,1665349
Clin Nurse 2,193136079
Clin Nurse 3,55301022
Clin Nurse 4,4330773
Clin Nurse 5,1761518
Clin Prof-Vol,1000
Clin Rsch Crd,3670411
Clin Rsch Crd Ast,296646
Clin Rsch Crd Sr Nex,2181792
Clin Rsch Crd Sr Supv,227118
Clin Rsch Supv,540678
Clin Spec Ex,578099
Clin Spec Nex,774598
Clin Spec Supv Ex,230340
Clin Spec Supv Nex,120792
Cmptl And Data Sci Rsch Spec 3,141251
Cmty Educ Mgr 1,57611
Cmty Educ Spec 1,2590184
Cmty Educ Spec 2,4691744
Cmty Educ Spec 3,892397
Cmty Educ Spec 4,58836
Cmty Educ Supv 1,164136
Cmty Educ Supv 2,802664
Cmty Health Prg Chf Ast,513095
Cmty Health Prg Mgr,511516
Cmty Health Prg Mgr Supv,829840
Cmty Health Prg Repr,1152131
Cmty Health Prg Repr Ast,331660
Cmty Health Prg Repr Sr,709838
Cmty Health Prg Supv,1336779
Cmty Svc Case Mgr,1533
Cogen Opr,1053832
Collections Repr,132730
Collections Repr Sr,48136
Comm Mgr 1,263314
Comm Mgr 1 Anr,95035
Comm Mgr 2,255730
Comm Mgr 4,206640
Comm Spec 3,201949
Comm Spec 4,1459284
Comm Spec 5,150870
Comm Supv 2,75678
Compensation Anl 2,44648
Compensation Mgr 1,191946
Computer Resc Spec 1,561828
Computer Resc Spec 2,2196494
Computing Resc Mgr 1,413074
Computing Resc Mgr 2,291263
Continuing Appt-Temp Aug,168158
Continuing Appt-Temp Aug-1/9,38482
Continuing Educator I,8427
Continuing Educator II,609368
Continuing Educator III,828779
Contracts And Grants Mgr 2,127442
Contracts And Grants Supv 2,97862
Cook,2246164
Cook Ast,58349
Cook Pd,193270
Cook Sr,717370
Cook Sr Supv,32377
Coop Ext Advisor,12013941
Counsel 3,328708
Counsel 4,463209
Counseling Psychologist 1 Ex,66536
Counseling Psychologist 1 Nex,188164
Counseling Psychologist 2,1939161
Counseling Psychologist 3,274452
Counseling Psychologist 4,233962
Counseling Psychology Mgr 1,159176
Ct Tchno,1495344
Ct Tchno Ld,360819
Ct Tchno Pd,25066
Ctrl Heat Cooling Plt Opr,1158084
Ctrl Sterile Tchn Supv,321378
Custodial Mgr 1,210982
Custodial Supv 1,429114
Custodial Supv 2,334009
Custodian,1897973
Custodian Ast Supv,37066
Custodian Ld,182642
Custodian Sr,7426876
Custodian Supv,43912
Cyto Tchno Pd,8850
Cyto Tchno Sr,374237
Cyto Tchno Supv,109644
Data Sys Anl 1,84425
Data Sys Anl 2,218850
Data Sys Anl 3,393026
Data Sys Anl 4,727529
Database Adm 3,70576
Database Adm 4,199650
Database Adm 5,379132
Deaf Translator Interpreter,288802
Dean,2381154
Dean Ast,3009764
Dean Univ Ext,294030
Delivery Worker,191021
Dentist Ast,166024
Dentist Diplomate Asc,31080
Deputy Dir,140489
Design Const Project Mgr 2,225862
Design Const Project Mgr 3,1044688
Design Const Project Mgr 4,593873
Design Const Project Mgr 5,1108452
Design Const Project Mgr 6,450657
Dev Engr Asc,3303172
Dev Engr Asc Supv,492047
Dev Engr Ast,1405046
Dev Engr Ast Supv,68359
Dev Engr Prn,768547
Dev Engr Sr,1480488
Dev Engr Sr Supv,435790
Dev Tchn 2,123007
Dev Tchn 3,207527
Dev Tchn 4,107028
Dev Tchn 5,130704
Dietetic Ast,479709
Dietetic Ast Pd,74103
Dietitian 1 Ex,19091
Dietitian 2,1873060
Dietitian Chf,158782
Dietitian Pd,100300
Dietitian Prn Supv,517590
Dietitian Sr,1161046
Dietitian Sr Supv,323084
Digital Comm Mgr 1,184677
Digital Comm Spec 3,207842
Digital Comm Spec 4,99175
Dir,16399356
Dir Asc,2448659
Dir Ast,1409263
Director,1287249
Division Adm,612944
Dosimetrist,283766
Dosimetrist Sr,293617
Dosimetry Chf,198406
Drafting Tchn Prn,115772
Driver,3168
EEG Tchno Prn,111018
EEG Tchno Sr,390886
EEO Repr 3,72604
EEO Repr 4,91773
Editor,578828
Editor Prn,232858
Editor Sr,595790
Educ Fac Planner,134858
Ehs Mgr 1,222042
Ehs Mgr 2,452721
Ehs Mgr 3,130000
Ehs Spec 1 Ex,845640
Ehs Spec 1 Nex,53900
Ehs Spec 1 Supv,92449
Ehs Spec 2 Ex,2102243
Ehs Spec 2 Nex,131626
Ehs Spec 2 Supv,222558
Ehs Spec 3,2320998
Ehs Spec 3 Supv,232424
Ehs Spec 4,1242280
Ehs Spec 5,126883
Ehs Spec Ast,229547
Ehs Spec Prn,336914
Ehs Supv 2,180105
Ehs Tchn Prn,122010
Ehs Tchn Sr,129430
Electr Tchn,183498
Electr Tchn Prn,977102
Electr Tchn Sr,135158
Electr Tchn Sr Supv,186927
Electrn,3969261
Electrn Appr,87437
Electrn Ld,193602
Electrocardiograph Tchn Prn,86641
Electrocardiograph Tchn Sr,1644329
Elevator Mech,309151
Elevator Mech Ld,129417
Emergency Trauma Tchn Sr,1464595
Employment Mgr 1,136821
Engr Aid,34100
Engr Aid Sr,42780
Engr Asc,514705
Engr Ast,24064
Engr Prn,432799
Engr Sr,387434
Engr Sr Supv,448880
Enterprise Risk Mgr 1,106549
Enterprise Risk Mgt Anl 1,99428
Enterprise Risk Mgt Anl 3,120394
Enterprise Risk Mgt Anl 4,76019
Equip Opr,91171
Events Spec 2,63045
Events Spec 3,157831
Events Spec 4,44463
Events Supv 2,79930
Exec Advisor 4,128644
Exec Advisor 5,214910
Exec Advisor Mgr 1,237752
Exec Advisor Mgr 3,251635
Exec Ast 3,1387769
Exec Ast 4,401112
Exec Ast Or Spc Ast,118944
Exec Vc And Provost,389772
External Rel Mgr 1,149197
External Rel Mgr 2,317539
External Rel Mgr 3,173095
External Rel Spec 1,52197
External Rel Spec 2,175130
External Rel Spec 3,447891
External Rel Spec 4,242481
External Rel Spec 5 Anr,52397
External Rel Supv 2,112698
Fac Mgr 1,235134
Fac Mgt Spec 2,48149
Fac Mgt Spec 3,51569
Fac Mgt Spec 4,12253
Fac Project Mgt Spec 3,81867
Faculty Asst To Chanc,527383
Faculty Asst To Provost/Dean,632647
Faculty Recruitment Allow,117600
Farm Laborer,349038
Farm Mach Mech,143359
Farm Mach Mech Ast,50039
Farm Mach Mech Sr,377634
Farm Maint Worker,80495
Farm Maint Worker Sr,225056
Farm Seasonal Worker Pd,293234
Field Rsch Supv 1,50150
Field Rsch Supv 2,76126
Financial Aid Ofcr 2,72279
Financial Anl 2,55199
Financial Anl 3,23333
Financial Anl 4,129725
Financial Svc Anl 1,96350
Financial Svc Anl 2,144263
Financial Svc Anl 4,17500
Financial Svc Mgr 1,163038
Financial Svc Mgr 2,123849
Financial Svc Supv 1,122209
Fire Captain 56 HRs,970279
Fire Chf Ast,247194
Fire Fighter Stdt Rsdt,18207
Fire Fighter Stdt Rsdt Sr,9718
Fire Spec 1 56 HRs,772250
Fire Spec 1 56 HRs Non Hzmt,131023
Fire Spec 2 56 HRs,674962
Food Svc Mgr,49691
Food Svc Mgr Ast Supv,177055
Food Svc Mgr Prn,71555
Food Svc Worker,739307
Food Svc Worker Pd,58172
Food Svc Worker Prn,146850
Food Svc Worker Sr,1207682
Food Svc Worker Sr Pd,82596
Fundraiser 2 Nex,41270
Fundraiser 3,337298
Fundraiser 4,149287
Fundraiser 4 (Pss),1033602
Fundraiser 5,2696484
Fundraising Mgr 2,2169741
Fundraising Mgr 3,1550487
Gardener Groundskeeper,509221
Gen Accountant 3,67621
Genetic Cnslr 2 Nex,165052
Genetic Cnslr 3 Ex,444970
Genetic Cnslr Pd,9856
Geographic Info Sys Progr 1,46768
Geographic Info Sys Progr 2,109349
Geographic Info Sys Progr 4,99149
Geographic Info Sys Supv 2 Anr,70498
Gi Endoscopy Tchn 2,550069
Gi Endoscopy Tchn 2 Pd,1027
Gi Endoscopy Tchn 3,74189
Glazier,75878
Grounds Equip Opr,197323
Grounds Supv Ex,278189
Groundskeeper,1498694
Groundskeeper Ld,38640
Gsr-Full Fee Rem,31577634
HR Anl 1,308557
HR Anl 2,969207
HR Anl 3,790391
HR Anl 4,1150906
HR Anl 4 Supv,154785
HR Anl 5,884343
HR Anl 5 Supv,281811
HR Anl 6,1066335
HR Anl 6 Supv,465203
HR Anl 7,310844
HR Anl 7 Supv,221896
HR Anl 8 Supv,466116
HR Generalist 2,234202
HR Generalist 3,71017
HR Mgr 2,169568
HR Mgr 3,494354
HR Mgr 4,242370
High Volt Electrn,645546
Histo Tchno 2,366595
Histo Tchno 3,689818
Histo Tchno Supv Nex,213789
Home Health Aide,200395
Home Health Aide Pd,9551
Home Health Nurse 2,706750
Home Health Nurse 3,2170994
Home Health Nurse 4,449446
Home Health Nurse Pd,79701
Hosp Ast 1 Pd,326933
Hosp Ast 2 Pd,158272
Hosp Ast 3 Pd,281649
Hosp Blank Ast 1,1877840
Hosp Blank Ast 2,2166661
Hosp Blank Ast 2 Supv,67325
Hosp Blank Ast 3,3363902
Hosp Blank Ast 3 Supv,603679
Hosp Lab Tchn 1,711749
Hosp Lab Tchn 2,2324549
Hosp Lab Tchn 2 Supv,71200
Hosp Lab Tchn 3,1333236
Hosp Lab Tchn 3 Supv,547926
Hosp Lab Tchn 4,119922
Hosp Lab Tchn 4 Supv Nex,921732
Hosp Med Transcriber,154762
Hosp Med Transcriber Sr,1043960
Hosp Med Transcriber Sr Pd,18026
Hosp Rad Physicist Supv,260593
Hosp Unit Svc Crd 3,5931203
Hosp Unit Svc Crd Pd,104163
Hs Assoc Clin Prof-Fy,538609
Hs Assoc Clin Prof-Hcomp,19965912
Hs Asst Clin Prof-Fy,265376
Hs Asst Clin Prof-Hcomp,28209574
Hs Clin Prof-Fy,331943
Hs Clin Prof-Hcomp,30957308
Hvac Cntrl Tchn,1054517
Hvac Mech Ld,91402
Hvy Duty Equip Tchn,564035
Hvy Duty Equip Tchn Ast,53955
Hvy Equip Operating Engr,244374
Hvy Offroad Equip Mech,165780
IT Architect 3,228669
IT Architect 4,549761
IT Architect 5,1870284
IT Security Anl 3,83776
Illustrator Sr,64342
Info Sys Anl 2,457021
Info Sys Anl 3,916954
Info Sys Anl 4,189695
Info Sys Anl 5,212702
Info Sys Mgr 1,104916
Info Sys Supv 1,230627
Info Sys Supv 2,961620
Insp Planner Est Ex,902488
Insp Planner Est Sr Ex,264229
Instructional Designer 3,203141
Instructional Designer 4,89852
Intercol Ath Coach Ast Ex,1883635
Intercol Ath Head Coach Ex,1843237
Intern-Vet Med/Non Rep,92288
Irrigation Spec,294310
Jr Specialist,16660045
Lab Ast 1,1203395
Lab Ast 2,1204211
Lab Ast 3,2427803
Lab Ast 4,249870
Lab Ast 4 Supv,164746
Lab Glassblower Prn,69851
Lab Helper,105272
Lab Mechn,271494
Lab Mechn Helper,89624
Lab Mechn Prn,192593
Lab Mechn Sr,113988
Labor Rel Mgr 1,105477
Labor Rel Repr 3,64363
Laborer,490147
Landscape Architect Asc,75533
Landscape Architect Ast,53259
Landscape Architect Sr,74212
Laundry Machine Opr,71296
Law Librarian,157210
Lect In Summer Session,628329
Lect Psoe-Ay-100%,839449
Lect Soe-Ay,318954
Lect Soe-Emeritus(Wos),1750
Lect Soe-Fy,261238
Lect-Ay,5887539
Lect-Ay-1/9,2795917
Lect-Ay-1/9-Continuing,129355
Lect-Ay-Continuing,8888167
Lect-Fy,72077
Lect-Fy-Continuing,365512
Lect-Miscellaneous/Part Time,10539
Librarian-Career Status,2358734
Librarian-Potntl Career Status,7354
Library Ast 2,478077
Library Ast 3,1334909
Library Ast 4,407849
Library Ast 4 Supv,343813
Library Ast 5,137101
Library Ast 5 Supv,278704
Lifeguard,525
Locksmith,147489
Locksmith Ld,134994
Lrng Skills Cnslr Sr Ex,313943
Lrng Skls Cnslr,56288
Lrng Skls Cnslr Ast,74148
Lrng Skls Cnslr Prn Supv,140889
Machinist,174853
Mail Processor,129024
Mail Processor Prn,98021
Mail Processor Sr,550198
Mail Svc Supv,96183
Marketing Mgr 1,208773
Marketing Mgr 2,130146
Marketing Spec 3,110512
Marketing Spec 4,423871
Marketing Spec 5,252337
Material Crd,57647
Med Ast 1,5610001
Med Ast 2,5536321
Med Ast 2 Pd,119909
Med Ast 2 Supv,214945
Med Ast Pd,100287
Med Ctr Bldg Maint Worker Sr,303129
Med Ctr Cook,1058841
Med Ctr Cook Pd,43572
Med Ctr Cook Sr,301180
Med Ctr Custodian Sr,9517552
Med Ctr Custodian Sr Pd,246516
Med Ctr Electr Tchn Trainee,35010
Med Ctr Envir Svc Mgr 1,138799
Med Ctr Envir Svc Supv 2,383211
Med Ctr Envir Svc Worker 1,2075310
Med Ctr Envir Svc Worker 2,211026
Med Ctr Food Svc Mgr 1,74226
Med Ctr Food Svc Mgr 2,237203
Med Ctr Food Svc Mgr 3,203547
Med Ctr Food Svc Supv 2,602852
Med Ctr Food Svc Worker Ld,566139
Med Ctr Food Svc Worker Prn,3552633
Med Ctr Food Svc Worker Prn Pd,215015
Med Ctr Food Svc Worker Sr,160746
Med Ctr Security Ofcr,646032
Med Ctr Security Ofcr Sr Supv,183350
Med Ctr Storekeeper,42054
Med Ctr Storekeeper Ld,467205
Med Ctr Storekeeper Sr,103953
Med Ctr Stores Worker,332424
Med Interpreter 1,849632
Med Interpreter Pd,245015
Med Ofc Svc Crd 1,195284
Med Ofc Svc Crd 2,11136874
Med Ofc Svc Crd 2 Pd,120891
Med Ofc Svc Crd 3,12848602
Med Ofc Svc Crd 3 Pd,41084
Med Ofc Svc Crd 3 Supv,128407
Med Ofc Svc Crd 4,286259
Med Ofc Svc Crd 4 Supv,1618183
Med Ofc Svc Crd 5 Supv,759822
Med Ofc Svc Crd Ld 3,327424
Med Rcds Adm Prn Supv,103472
Media Comm Mgr 2,86625
Mental Health Ther 1,554002
Mental Health Ther 2,127093
Mental Health Ther Supv,51353
Mgn Counsel 3,278732
Mgn Producer Dir,89741
Mgr,26625022
Mgt Svc Ofcr 1,633398
Mgt Svc Ofcr 2,1986095
Mgt Svc Ofcr 3,2286084
Mgt Svc Ofcr 4,3835283
Mri Tchno,1406238
Mri Tchno Ld,371118
Mri Tchno Pd,69807
Museum Preparator Prn,46357
Museum Sci,482789
Museum Sci Ast,123667
Museum Sci Prn,366774
Museum Sci Prn Supv,54046
Museum Sci Sr,437647
Museum Sci Sr Supv,57575
Music Ther Nex,63131
Non Evaluated Msp,27069
Non Evaluated Pss Ex,936670
Non Evaluated Pss Nex,213243
Non-Phys Clin Train,110660
Non-Senate Acad Emeritus(Wos),8757
Nuc Med Tchno Sr,1325986
Nuc Med Tchno Sr Pd,28079
Nuc Med Tchno Sr Supv,152352
Nurse Mgr,207282
Nurse Pd,11293486
Nurse Practitioner 1,126523
Nurse Practitioner 2,9961549
Nurse Practitioner 3,569680
Nurse Practitioner Pd,389239
Nurse Practitioner Supv 2 Ex,475
Nurse Practitioner Supv 3,1175677
Nursery Tchn,246050
Nursery Tchn Sr,215050
Occupational Ther 1 Nex,278803
Occupational Ther 2 Nex,836498
Occupational Ther 2 Pd,28355
Occupational Ther 3 Ex,924916
Occupational Ther 4 Supv,138619
Occupational Ther Cert Ast 1,139099
Occupational Ther Cert Ast 2,2501
Occupational Ther Cert Ast 3,24887
Ombudsperson 3,94883
Operating Room Ast 1,2086537
Operating Room Ast 2,131152
Operating Room Ast Pd,66012
Operating Room Equip Spec 2,1093801
Optician,351479
Optometrist Ex,78580
Optometrist Prn,252143
Optometrist Sr,526859
Organizational Cnslt 2,146397
Organizational Cnslt 3,97550
Organizational Cnslt 4,89091
Organizational Dev Mgr 1,120793
Orthopedic Tchn Prn,63207
Orthopedic Tchn Sr,417269
Orthoptist,81200
Oth Post-Md Train 2-8/Non Rep,3564474
Painter,1211953
Parking Ast,403486
Parking Ops Enforcement Mgr 1,79855
Parking Ops Enforcement Supv 1,60642
Parking Ops Spec 2,8069
Parking Repr Ld,55307
Parking Repr Sr,517807
Parking Supv Prn,72195
Parking Supv Sr,94601
Patient Biller 1,44055
Patient Biller 2,1572824
Patient Biller 3,7569826
Patient Biller 3 Pd,18598
Patient Biller 4,1095642
Patient Biller Supv 4,1079698
Patient Biller Supv 5,1399838
Patient Care Dialysis Tchn 1,176788
Patient Escort,1413153
Patient Escort Pd,11886
Patient Escort Sr,173701
Patient Rcds Abstractor 1,56650
Patient Rcds Abstractor 2,824235
Patient Rcds Abstractor 3,4999863
Patient Rcds Abstractor 3 Pd,13841
Patient Rcds Abstractor 3 Supv,77993
Patient Rcds Abstractor 4,5313292
Patient Rcds Abstractor 4 Pd,2956
Patient Rcds Abstractor 4 Supv,255368
Perfusionist Prn Supv,288161
Perfusionist Sr,1063225
Pest Cntrl Opr,55024
Pgy I Pharmacy Resid/Non Rep,367435
Pgy II Pharmacy Resid/Non Rep,532246
Pharmaceutical Svc Chf,236708
Pharmaceutical Svc Chf Asc,138545
Pharmaceutical Svc Chf Ast,1190971
Pharmacist 2 Pd,857653
Pharmacist Spec,980781
Pharmacist Sr Ex,5778941
Pharmacist Sr Mgr,400723
Pharmacist Supv,2515981
Pharmacy Tchn 2,4233314
Pharmacy Tchn 2 Pd,791193
Pharmacy Tchn 3,2473453
Pharmacy Tchn 3 Pd,41218
Pharmacy Tchn Supv,462166
Phlebotomist,44567
Phlebotomist Cert Tchn 2,3256211
Phlebotomist Cert Tchn 2 Pd,25430
Phlebotomist Cert Tchn 3,324630
Phlebotomist Cert Tchn Supv,383158
Photographer,48386
Photographer Prn,134921
Photographer Sr,55580
Phys Plt Mech,3113572
Phys Plt Mech 2,183879
Phys Plt Mech 3,72055
Phys Plt Mech Supv Ex,1012536
Phys Plt Opr Supv,55580
Phys Plt Supt,990674
Phys Plt Supt Ast,833835
Phys Plt Supt Sr,753592
Phys Ther 2 Nex,2735922
Phys Ther 2 Pd,410907
Phys Ther 3,179002
Phys Ther 3 Ex,1816528
Phys Ther 4,84580
Phys Ther 4 Supv,139027
Phys Ther 5,130184
Phys Ther Ast 2,737792
Phys Ther Ast 3,46026
Physcn Ast,1325343
Physcn Ast Pd,41921
Physcn Ast Sr,586375
Physcn Ast Sr Supv,281765
Physcn Diplomate Sr,953566
Physcn Mgr 1,238280
Physcn Sr,1403216
Planner Sr,87505
Planning Spec 3,281654
Plumber,1832873
Plumber Ld,164956
Police Chf Mgr 3,170242
Police Lieutenant Msp,470480
Police Ofcr,2751610
Police Ofcr 1,61184
Police Sergeant,947086
Polysomnography Tchno Sr,354807
Postdoc-Employee,33061934
Postdoc-Fellow,18508
Prg Repr 1,419227
Prg Repr 2,2218582
Prg Repr 3,1168287
Prg Repr 3 Supv,99642
Procurement Mgr 1,66080
Procurement Supv 2,196767
Prod Cntrl Anl 2,59808
Producer Dir,111774
Producer Dir Ast,3609
Producer Dir Prn,84969
Producer Dir Sr,354726
Prof Emeritus(Wos),5250
Prof In Res-Hcomp,7147679
Prof In Res-Sft-Vm,510375
Prof Of Clin-Fy,2214508
Prof Of Clin-Hcomp,31602010
Prof-Ay,53093112
Prof-Ay-1/9-B/E/E,479996
Prof-Ay-1/9-Bus/Econ/Eng-Recal,25197
Prof-Ay-B/E/E,28955406
Prof-Ay-Bus/Econ/Eng-Recalled,16518
Prof-Ay-Law,5675151
Prof-Fy,19455264
